t,AF,S,fed,variant
461,0.9974301348738339,0.0002576486348581327,0,EAO+M1
462,0.9977762488970037,0.0002228707193075138,0,EAO+M1
463,0.9980755091455341,0.00019282016609278727,0,EAO+M1
464,0.9971609005726961,0.00028471828625383167,0,EAO+M1
465,0.9972542133301269,0.00027533467727392793,0,EAO+M1
466,0.9962282364200181,0.0003786043641501115,0,EAO+M1
467,0.9947763568887336,0.0005251072841743004,0,EAO+M1
468,0.9943560621224647,0.0005675972714932926,0,EAO+M1
469,0.995446024362324,0.0004574809207353292,0,EAO+M1
470,0.9931727712585718,0.0006874160205556685,0,EAO+M1
471,0.9934276947041855,0.0006615786262906186,0,EAO+M1
472,0.9946828416629492,0.000534558164103989,0,EAO+M1
473,0.995124057951729,0.000489983335174028,0,EAO+M1
474,0.993611416755549,0.0006429659660425117,0,EAO+M1
475,0.9932867402767682,0.0006758632176405735,0,EAO+M1
476,0.9952001664031404,0.00048229831132436417,0,EAO+M1
477,0.9966238684682395,0.0003387568408279732,0,EAO+M1
478,0.9977387098039942,0.00022664152185195298,0,EAO+M1
479,0.9975749188720193,0.00024309764430753257,0,EAO+M1
480,0.9978126358628812,0.00021921591875084852,0,EAO+M1
481,0.998006870691108,0.0001997109806981342,0,EAO+M1
482,0.9979463380325374,0.00020578881741391373,0,EAO+M1
483,0.9982042161810853,0.00017990144599718243,0,EAO+M1
484,0.9972828582676887,0.000272454470643472,0,EAO+M1
485,0.9956690007283251,0.00043498384186981367,0,EAO+M1
486,0.9920775951737546,0.000798567054108083,0,EAO+M1
487,0.9941809568775354,0.0005853102578770705,0,EAO+M1
488,0.9955579921280809,0.00044618273441047714,0,EAO+M1
489,0.9963256806161839,0.00036878697952899114,0,EAO+M1
490,0.9966958479714613,0.0003315105641569088,0,EAO+M1
491,0.9977317671835194,0.0002273389392906175,0,EAO+M1
492,0.9985158877617534,0.00014863181011303894,0,EAO+M1
493,0.9988785713192541,0.00011226876949265998,0,EAO+M1
494,0.9991935833655128,8.070674671178385e-05,0,EAO+M1
495,0.9994135436267926,5.868005061040273e-05,0,EAO+M1
496,0.999541413198402,4.587971999385078e-05,0,EAO+M1
497,0.9995874058180597,4.127644861657842e-05,0,EAO+M1
498,0.9995284997212595,4.717226961233019e-05,0,EAO+M1
499,0.9992171313225557,7.834820409934565e-05,0,EAO+M1
500,0.9991890301739128,8.116280319310584e-05,0,EAO+M1
