alg,fid,dim,seed,f,err,nfe
RUN,6,10,2053,13517.93032112676,11717.93032112676,15048
RUN,6,10,2054,76979.78493917156,75179.78493917156,15064
RUN,6,10,2055,28433.3914504591,26633.3914504591,15039
RUN,7,10,2026,2073.3307398862817,73.33073988628166,15062
RUN,7,10,2027,2128.1551264861873,128.15512648618733,15036
RUN,7,10,2028,2083.7369853173504,83.73698531735045,15036
RUN,7,10,2029,2083.0525027970143,83.05250279701431,15079
RUN,7,10,2030,2052.80346914989,52.803469149890134,15079
RUN,7,10,2031,2124.930948883299,124.93094888329915,15070
RUN,7,10,2032,2161.6266361018625,161.62663610186246,15049
RUN,7,10,2033,2070.2290273066337,70.22902730663372,15078
RUN,7,10,2034,2060.5402724116516,60.540272411651586,15053
RUN,7,10,2035,2119.289681719071,119.28968171907081,15083
RUN,7,10,2036,2086.856000538045,86.85600053804501,15035
RUN,7,10,2037,2182.134890020292,182.134890020292,15047
RUN,7,10,2038,2111.77805027163,111.77805027163004,15039
RUN,7,10,2039,2095.916103439696,95.91610343969614,15040
RUN,7,10,2040,2089.194221719877,89.19422171987708,15055
RUN,7,10,2041,2100.2303534459897,100.23035344598975,15079
RUN,7,10,2042,2130.3835888956464,130.38358889564643,15039
RUN,7,10,2043,2153.0399848976926,153.03998489769265,15051
